document_file,document_title,image_file,image_reference_type,image_reference_line,detected_image_type,has_interactive_buttons,interactive_buttons_magenta,hard_fail_triggered,hard_fail_reason,score_topic_match,score_detail_match,score_section_relevance,score_visual_evidence,score_contradictions,overall_score,final_verdict,processing_error,processing_warning,image_reference_error,api_http_status,api_finish_reason,api_attempt,match_reasons,missing_evidence
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_main_plan_exec_on_cn_and_subplan_exec_on_dn_can_not_be_shipped.rst,Case: Main Plan Exec on CN and Subplan Exec on DN Can Not Be Shipped,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_main_plan_exec_on_cn_and_subplan_exec_on_dn_can_not_be_shipped.rst,Case: Main Plan Exec on CN and Subplan Exec on DN Can Not Be Shipped,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002493938586.png,substitution_image,51,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_merge_into_cant_be_shipped_in_the_scene_temporarily.rst,Case: MERGE INTO Can't Be Shipped in the Scene Temporarily,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_merge_into_cant_be_shipped_in_the_scene_temporarily.rst,Case: MERGE INTO Can't Be Shipped in the Scene Temporarily,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002526310177.png,substitution_image,52,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_row_expression_can_not_be_shipped.rst,"Case: ""Row () Expression"" Can Not Be Shipped",,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_row_expression_can_not_be_shipped.rst,"Case: ""Row () Expression"" Can Not Be Shipped",/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002526265757.png,substitution_image,60,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_row_expression_can_not_be_shipped.rst,"Case: ""Row () Expression"" Can Not Be Shipped",/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002526306787.png,substitution_image,61,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_row_expression_can_not_be_shipped.rst,"Case: ""Row () Expression"" Can Not Be Shipped",/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002526307817.png,substitution_image,62,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_subplan_exec_on_cn_can_not_be_shipped.rst,Case: Subplan Exec on CN Can Not Be Shipped,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_subplan_exec_on_cn_can_not_be_shipped.rst,Case: Subplan Exec on CN Can Not Be Shipped,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002528872995.png,substitution_image,92,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_table_in_targetlist_can_not_be_shipped.rst,Case: Table in TargetList Can Not Be Shipped,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_table_in_targetlist_can_not_be_shipped.rst,Case: Table in TargetList Can Not Be Shipped,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002493971718.png,substitution_image,34,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_table_in_targetlist_can_not_be_shipped.rst,Case: Table in TargetList Can Not Be Shipped,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002526131815.png,substitution_image,35,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_the_type_of_record_in_dual_that_is_not_a_real_table_can_not_be_shipped.rst,Case: The Type of Record in DUAL That Is Not a Real Table Can Not Be Shipped,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_the_type_of_record_in_dual_that_is_not_a_real_table_can_not_be_shipped.rst,Case: The Type of Record in DUAL That Is Not a Real Table Can Not Be Shipped,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002526271425.png,substitution_image,55,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_the_type_of_record_in_dual_that_is_not_a_real_table_can_not_be_shipped.rst,Case: The Type of Record in DUAL That Is Not a Real Table Can Not Be Shipped,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002526313205.png,substitution_image,56,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_the_type_of_record_in_dual_that_is_not_a_real_table_can_not_be_shipped.rst,Case: The Type of Record in DUAL That Is Not a Real Table Can Not Be Shipped,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002493993772.png,substitution_image,57,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_type_of_record_in_targetlist_can_not_be_shipped.rst,Case: Type of Record in TargetList Can Not Be Shipped,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_type_of_record_in_targetlist_can_not_be_shipped.rst,Case: Type of Record in TargetList Can Not Be Shipped,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002493930042.png,substitution_image,67,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_with-recursive_contains_conflict_distribution_in_none-recursive_xxx_recursive_xxx.rst,Case: WITH-RECURSIVE Contains Conflict Distribution in None-RECURSIVE (Xxx) RECURSIVE (Xxx),,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_with-recursive_contains_conflict_distribution_in_none-recursive_xxx_recursive_xxx.rst,Case: WITH-RECURSIVE Contains Conflict Distribution in None-RECURSIVE (Xxx) RECURSIVE (Xxx),/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002494126958.png,substitution_image,96,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_with-recursive_contains_conflict_distribution_in_none-recursive_xxx_recursive_xxx.rst,Case: WITH-RECURSIVE Contains Conflict Distribution in None-RECURSIVE (Xxx) RECURSIVE (Xxx),/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002494127274.png,substitution_image,97,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_with-recursive_contains_system_table_is_not_shippable.rst,Case: WITH-RECURSIVE Contains System Table Is Not Shippable,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/case_with-recursive_contains_system_table_is_not_shippable.rst,Case: WITH-RECURSIVE Contains System Table Is Not Shippable,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002525801453.png,substitution_image,62,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/cases_with-recursive_contains_only_values_rte_is_not_shippable.rst,Cases: WITH-RECURSIVE Contains Only VALUES RTE Is Not Shippable,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/cases_with-recursive_contains_only_values_rte_is_not_shippable.rst,Cases: WITH-RECURSIVE Contains Only VALUES RTE Is Not Shippable,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002525799813.png,substitution_image,219,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/cases_with-recursive_contains_only_values_rte_is_not_shippable.rst,Cases: WITH-RECURSIVE Contains Only VALUES RTE Is Not Shippable,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002493600422.png,substitution_image,220,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/cases_with-recursive_contains_only_values_rte_is_not_shippable.rst,Cases: WITH-RECURSIVE Contains Only VALUES RTE Is Not Shippable,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002525800527.png,substitution_image,221,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/cases_with-recursive_contains_only_values_rte_is_not_shippable.rst,Cases: WITH-RECURSIVE Contains Only VALUES RTE Is Not Shippable,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002525920565.png,substitution_image,222,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/cases_with-recursive_under_multi-nodegroup_scenario_is_not_shippable.rst,Cases: WITH-RECURSIVE under Multi-nodegroup Scenario Is Not Shippable,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/cases_with-recursive_under_multi-nodegroup_scenario_is_not_shippable.rst,Cases: WITH-RECURSIVE under Multi-nodegroup Scenario Is Not Shippable,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002494108170.png,substitution_image,220,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/cases_with-recursive_under_multi-nodegroup_scenario_is_not_shippable.rst,Cases: WITH-RECURSIVE under Multi-nodegroup Scenario Is Not Shippable,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002494109438.png,substitution_image,221,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/cases_modifying_statements_that_cannot_be_pushed_down/cases_with-recursive_under_multi-nodegroup_scenario_is_not_shippable.rst,Cases: WITH-RECURSIVE under Multi-nodegroup Scenario Is Not Shippable,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002494126362.png,substitution_image,222,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/system_optimization/smp_parallel_execution.rst,SMP Parallel Execution,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/system_optimization/smp_parallel_execution.rst,SMP Parallel Execution,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002628857678.jpg,substitution_image,150,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_resource_monitoring/example_for_querying_for_top_sqls.rst,Example for Querying for Top SQLs,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_resource_monitoring/example_for_querying_for_top_sqls.rst,Example for Querying for Top SQLs,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651120.png,figure,63,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/basic_statements_of_dws_stored_procedures.rst,Basic Statements of DWS Stored Procedures,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/basic_statements_of_dws_stored_procedures.rst,Basic Statements of DWS Stored Procedures,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002040329244.png,figure,19,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/basic_statements_of_dws_stored_procedures.rst,Basic Statements of DWS Stored Procedures,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002040170940.png,figure,101,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/basic_statements_of_dws_stored_procedures.rst,Basic Statements of DWS Stored Procedures,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002076330085.png,figure,132,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/branch_statements.rst,Branch Statements,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/branch_statements.rst,Branch Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811491505.png,figure,15,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/branch_statements.rst,Branch Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610581.png,figure,24,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/conditional_statements.rst,Conditional Statements,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/conditional_statements.rst,Conditional Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492144.jpg,figure,15,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/conditional_statements.rst,Conditional Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492148.jpg,figure,33,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/conditional_statements.rst,Conditional Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610493.png,figure,70,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/goto_statements.rst,GOTO Statements,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/goto_statements.rst,GOTO Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610621.png,substitution_image,132,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/goto_statements.rst,GOTO Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811491541.png,substitution_image,133,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/loop_statements.rst,Loop Statements,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/loop_statements.rst,Loop Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492168.png,figure,14,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/loop_statements.rst,Loop Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492164.png,figure,50,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/loop_statements.rst,Loop Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811491441.png,figure,87,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/loop_statements.rst,Loop Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610513.png,figure,123,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/loop_statements.rst,Loop Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811491437.png,figure,159,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/return_statements.rst,RETURN Statements,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/return_statements.rst,RETURN Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002076373741.jpg,figure,19,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/return_statements.rst,RETURN Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002040176034.png,substitution_image,148,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/control_statements_of_dws_stored_procedure/return_statements.rst,RETURN Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002076335169.png,substitution_image,149,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/declaration_syntax_of_dws_stored_procedures.rst,Declaration Syntax of DWS Stored Procedures,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/declaration_syntax_of_dws_stored_procedures.rst,Declaration Syntax of DWS Stored Procedures,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002040296520.png,figure,70,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_array_and_record/record.rst,record,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_array_and_record/record.rst,record,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492120.png,figure,22,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_cursors/cursor_loop.rst,Cursor Loop,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_cursors/cursor_loop.rst,Cursor Loop,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651064.png,figure,17,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_cursors/explicit_cursor.rst,Explicit Cursor,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_cursors/explicit_cursor.rst,Explicit Cursor,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492260.jpg,figure,21,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_cursors/explicit_cursor.rst,Explicit Cursor,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651216.png,figure,48,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_cursors/explicit_cursor.rst,Explicit Cursor,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492264.png,figure,57,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_cursors/explicit_cursor.rst,Explicit Cursor,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610617.png,figure,68,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_cursors/explicit_cursor.rst,Explicit Cursor,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492268.png,figure,79,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_cursors/explicit_cursor.rst,Explicit Cursor,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811491529.png,figure,92,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_cursors/explicit_cursor.rst,Explicit Cursor,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610605.jpg,figure,107,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_debugging.rst,DWS Stored Procedure Debugging,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_debugging.rst,DWS Stored Procedure Debugging,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811491549.png,figure,14,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_debugging.rst,DWS Stored Procedure Debugging,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651228.png,figure,20,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_debugging.rst,DWS Stored Procedure Debugging,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811491545.png,figure,26,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_debugging.rst,DWS Stored Procedure Debugging,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651232.png,figure,32,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dws_stored_procedure_debugging.rst,DWS Stored Procedure Debugging,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651224.png,figure,39,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dynamic_statements_of_dws_stored_procedures/dynamically_calling_anonymous_blocks.rst,Dynamically Calling Anonymous Blocks,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/dynamic_statements_of_dws_stored_procedures/dynamically_calling_anonymous_blocks.rst,Dynamically Calling Anonymous Blocks,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492280.png,figure,17,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dynamic_statements_of_dws_stored_procedures/dynamically_calling_anonymous_blocks.rst,Dynamically Calling Anonymous Blocks,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610625.png,figure,26,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dynamic_statements_of_dws_stored_procedures/dynamically_calling_stored_procedures.rst,Dynamically Calling Stored Procedures,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/dynamic_statements_of_dws_stored_procedures/dynamically_calling_stored_procedures.rst,Dynamically Calling Stored Procedures,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492252.png,figure,17,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dynamic_statements_of_dws_stored_procedures/dynamically_calling_stored_procedures.rst,Dynamically Calling Stored Procedures,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811491517.png,figure,26,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dynamic_statements_of_dws_stored_procedures/executing_dynamic_non-query_statements.rst,Executing Dynamic Non-query Statements,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/dynamic_statements_of_dws_stored_procedures/executing_dynamic_non-query_statements.rst,Executing Dynamic Non-query Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610649.png,figure,15,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dynamic_statements_of_dws_stored_procedures/executing_dynamic_non-query_statements.rst,Executing Dynamic Non-query Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811491569.png,figure,24,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dynamic_statements_of_dws_stored_procedures/executing_dynamic_query_statements.rst,Executing Dynamic Query Statements,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_stored_procedures/dynamic_statements_of_dws_stored_procedures/executing_dynamic_query_statements.rst,Executing Dynamic Query Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651252.png,figure,17,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
