document_file,document_title,image_file,image_reference_type,image_reference_line,detected_image_type,has_interactive_buttons,interactive_buttons_magenta,hard_fail_triggered,hard_fail_reason,score_topic_match,score_detail_match,score_section_relevance,score_visual_evidence,score_contradictions,overall_score,final_verdict,processing_error,processing_warning,image_reference_error,api_http_status,api_finish_reason,api_attempt,match_reasons,missing_evidence
doc/dev-guide/source/dws_stored_procedures/dynamic_statements_of_dws_stored_procedures/executing_dynamic_query_statements.rst,Executing Dynamic Query Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610645.png,figure,26,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_stored_procedures/dynamic_statements_of_dws_stored_procedures/executing_dynamic_query_statements.rst,Executing Dynamic Query Statements,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651248.png,figure,87,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/dba_tab_columns.rst,DBA_TAB_COLUMNS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/dba_tab_columns.rst,DBA_TAB_COLUMNS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002622089233.png,substitution_image,53,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/dba_tab_partitions.rst,DBA_TAB_PARTITIONS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/dba_tab_partitions.rst,DBA_TAB_PARTITIONS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002591689546.png,substitution_image,62,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_indexes.rst,PG_INDEXES,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_indexes.rst,PG_INDEXES,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002622009099.png,substitution_image,45,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_indexes.rst,PG_INDEXES,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002591529644.png,substitution_image,46,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_pooler_status.rst,PG_POOLER_STATUS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_pooler_status.rst,PG_POOLER_STATUS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002622089235.png,substitution_image,48,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_stat_all_tables.rst,PG_STAT_ALL_TABLES,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_stat_all_tables.rst,PG_STAT_ALL_TABLES,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002591689548.png,substitution_image,71,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_tables.rst,PG_TABLES,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_tables.rst,PG_TABLES,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002622009101.png,substitution_image,47,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_tde_info.rst,PG_TDE_INFO,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_tde_info.rst,PG_TDE_INFO,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002591529646.png,substitution_image,38,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_user.rst,PG_USER,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_user.rst,PG_USER,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002622089237.png,substitution_image,59,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_views.rst,PG_VIEWS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pg_views.rst,PG_VIEWS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002591689550.png,substitution_image,35,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_disk_cache_all_stats.rst,PGXC_DISK_CACHE_ALL_STATS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_disk_cache_all_stats.rst,PGXC_DISK_CACHE_ALL_STATS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002591491894.png,substitution_image,59,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_disk_cache_path_info.rst,PGXC_DISK_CACHE_PATH_INFO,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_disk_cache_path_info.rst,PGXC_DISK_CACHE_PATH_INFO,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002621971765.png,substitution_image,39,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_disk_cache_stats.rst,PGXC_DISK_CACHE_STATS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_disk_cache_stats.rst,PGXC_DISK_CACHE_STATS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002621970923.png,substitution_image,41,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_get_stat_all_tables.rst,PGXC_GET_STAT_ALL_TABLES,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_get_stat_all_tables.rst,PGXC_GET_STAT_ALL_TABLES,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002591492636.png,substitution_image,47,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_lwlocks.rst,PGXC_LWLOCKS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_lwlocks.rst,PGXC_LWLOCKS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002591529642.png,substitution_image,47,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_obs_io_scheduler_periodic_stats.rst,PGXC_OBS_IO_SCHEDULER_PERIODIC_STATS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_obs_io_scheduler_periodic_stats.rst,PGXC_OBS_IO_SCHEDULER_PERIODIC_STATS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002622348211.png,substitution_image,67,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_obs_io_scheduler_periodic_stats.rst,PGXC_OBS_IO_SCHEDULER_PERIODIC_STATS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002591987484.png,substitution_image,68,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_stat_activity.rst,PGXC_STAT_ACTIVITY,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_stat_activity.rst,PGXC_STAT_ACTIVITY,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002591828648.png,substitution_image,113,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_stat_activity.rst,PGXC_STAT_ACTIVITY,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002622308077.png,substitution_image,114,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_wlm_table_distribution_skewness.rst,PGXC_WLM_TABLE_DISTRIBUTION_SKEWNESS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_wlm_table_distribution_skewness.rst,PGXC_WLM_TABLE_DISTRIBUTION_SKEWNESS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651192.png,substitution_image,67,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_system_catalogs_and_views/system_views/pgxc_wlm_table_distribution_skewness.rst,PGXC_WLM_TABLE_DISTRIBUTION_SKEWNESS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610589.png,substitution_image,68,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/hybrid_data_warehouse/hybrid_data_warehouse_binlog/subscribing_to_hybrid_data_warehouse_binlog.rst,Subscribing to Hybrid Data Warehouse Binlog,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/hybrid_data_warehouse/hybrid_data_warehouse_binlog/subscribing_to_hybrid_data_warehouse_binlog.rst,Subscribing to Hybrid Data Warehouse Binlog,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002080517038.png,substitution_image,226,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/hybrid_data_warehouse/hybrid_data_warehouse_binlog/subscribing_to_hybrid_data_warehouse_binlog.rst,Subscribing to Hybrid Data Warehouse Binlog,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002473386344.png,substitution_image,227,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/hybrid_data_warehouse/hybrid_data_warehouse_binlog/subscribing_to_hybrid_data_warehouse_binlog.rst,Subscribing to Hybrid Data Warehouse Binlog,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002080540000.png,substitution_image,228,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/hybrid_data_warehouse/hybrid_data_warehouse_binlog/subscribing_to_hybrid_data_warehouse_binlog.rst,Subscribing to Hybrid Data Warehouse Binlog,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002080725436.png,substitution_image,229,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/hybrid_data_warehouse/hybrid_data_warehouse_binlog/subscribing_to_hybrid_data_warehouse_binlog.rst,Subscribing to Hybrid Data Warehouse Binlog,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002116285845.png,substitution_image,230,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/hybrid_data_warehouse/hybrid_data_warehouse_binlog/subscribing_to_hybrid_data_warehouse_binlog.rst,Subscribing to Hybrid Data Warehouse Binlog,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002080726488.png,substitution_image,231,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/hybrid_data_warehouse/hybrid_data_warehouse_binlog/subscribing_to_hybrid_data_warehouse_binlog.rst,Subscribing to Hybrid Data Warehouse Binlog,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002080734274.png,substitution_image,232,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/migrating_dws_data/exporting_data/exporting_data_to_obs/parallel_obs_data_export.rst,Parallel OBS Data Export,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/migrating_dws_data/exporting_data/exporting_data_to_obs/parallel_obs_data_export.rst,Parallel OBS Data Export,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002256307377.png,figure,85,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/migrating_dws_data/exporting_data/exporting_data_to_obs/parallel_obs_data_export.rst,Parallel OBS Data Export,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002221267732.png,figure,119,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/migrating_dws_data/exporting_data/using_gds_to_export_data_to_a_remote_server/exporting_data_in_parallel_using_gds.rst,Exporting Data In Parallel Using GDS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/migrating_dws_data/exporting_data/using_gds_to_export_data_to_a_remote_server/exporting_data_in_parallel_using_gds.rst,Exporting Data In Parallel Using GDS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001188163824.png,figure,40,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/migrating_dws_data/exporting_data/using_gds_to_export_data_to_a_remote_server/exporting_data_in_parallel_using_gds.rst,Exporting Data In Parallel Using GDS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001233563377.png,figure,69,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/migrating_dws_data/importing_data/importing_data_from_mrs_to_a_cluster/preparing_data_in_an_mrs_cluster.rst,Preparing Data in an MRS Cluster,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/migrating_dws_data/importing_data/importing_data_from_mrs_to_a_cluster/preparing_data_in_an_mrs_cluster.rst,Preparing Data in an MRS Cluster,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001636122557.png,substitution_image,200,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/migrating_dws_data/importing_data/importing_data_from_obs_in_parallel/parallel_data_import_from_obs.rst,Parallel Data Import from OBS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/migrating_dws_data/importing_data/importing_data_from_obs_in_parallel/parallel_data_import_from_obs.rst,Parallel Data Import from OBS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002221491198.jpg,figure,108,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/migrating_dws_data/importing_data/importing_data_from_obs_in_parallel/parallel_data_import_from_obs.rst,Parallel Data Import from OBS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002256410929.png,figure,117,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/migrating_dws_data/importing_data/using_gds_to_import_data_from_a_remote_server/importing_data_in_parallel_using_gds.rst,Importing Data In Parallel Using GDS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/migrating_dws_data/importing_data/using_gds_to_import_data_from_a_remote_server/importing_data_in_parallel_using_gds.rst,Importing Data In Parallel Using GDS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001799299941.png,figure,39,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/migrating_dws_data/importing_data/using_gds_to_import_data_from_a_remote_server/importing_data_in_parallel_using_gds.rst,Importing Data In Parallel Using GDS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001188163822.png,figure,60,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/migrating_dws_data/importing_data/using_gds_to_import_data_from_a_remote_server/importing_data_in_parallel_using_gds.rst,Importing Data In Parallel Using GDS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001188482352.png,figure,85,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/data_types/boolean_type.rst,Boolean Type,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/data_types/boolean_type.rst,Boolean Type,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002568800157.png,substitution_image,71,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/data_types/boolean_type.rst,Boolean Type,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002537960450.png,substitution_image,72,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dcl_syntax/analyze_|_analyse.rst,ANALYZE \| ANALYSE,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/dcl_syntax/analyze_|_analyse.rst,ANALYZE \| ANALYSE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002568839293.png,substitution_image,232,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dcl_syntax/execute_direct.rst,EXECUTE DIRECT,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/dcl_syntax/execute_direct.rst,EXECUTE DIRECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002611738189.png,substitution_image,53,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/connections_sessions_and_resource_clearing/discard.rst,DISCARD,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
